12171,12170
12202,12198
10827,10176
10740,10196
13359,10654
12747,12741
11629,10157
12077,10568
12214,12209
12770,12768
11430,10319
12193,12181
12032,10568
12671,10654
267498991,267498983
12132,12112
11017,10224
13053,10450
12475,12471
11190,10274
10516,10157
11263,15521
13193,10157
13371,10654
11979,10157
11601,10157
13372,10654
10459,10457
146034682,146034662
11726,10157
13300,10157
11003,10222
12403,12402
11303,11301
12849,12827
10521,10157
13352,10654
10986,10218
11831,10157
11873,10157
10978,10234
12100,10602
11326,10306
146034710,10362
11801,10157
10925,10209
13197,10157
13328,10304
11907,10157
12708,10654
12705,10654
11231,10283
12668,10654
11665,10157
11587,10157
12398,12396
13233,12170
11748,10157
12743,12741
13128,10157
146034714,10362
11584,10157
12180,10609
11423,10319
13056,10463
11469,10322
12447,12436
11236,10284
13232,12112
266441399,11302
10916,10209
13048,13045
12623,12616
12358,12354
12971,10157
10759,10201
15528,15522
11702,10157
11509,11507
11582,10157
11887,10157
12212,12209
13138,10157
146034896,12112
11349,11341
11777,10157
11218,10280
11872,10157
12001,10157
12129,12112
12409,12406
11204,10276
10947,10228
11323,11321
11374,10318
13236,12277
11098,10249
12114,12112
12308,12306
15517,15514
12151,12112
10507,10157
12055,12052
13168,10157
146034784,10630
13151,10157
12753,12741
12350,10650
13175,10157
12297,12292
13210,10157
11122,10259
10768,10204
11191,10274
10744,10197
11253,15513
11090,10247
13137,10157
13105,10157
10454,10453
11667,10157
11837,10157
12515,12503
10866,10863
11510,11507
11725,10157
13313,10157
11972,10157
12815,146035012
10550,10157
266441387,11296
12624,12616
13146,10157
10166,10163
146034994,12645
11724,10157
12683,10654
146035008,12856
10753,10200
11963,10157
13144,10157
12665,10654
13350,10654
11424,10319
12593,12592
10803,10163
12419,12417
13204,10157
11610,10157
11792,10157
11617,10157
11046,10255
13098,10157
11092,10247
11655,10157
11633,10157
13296,10157
11644,10157
12549,12545
13162,10157
267499187,267499179
10636,10630
12723,10654
11237,10284
13171,10157
11549,10344
267499111,267499095
11162,10267
12847,12827
12345,10650
12976,10157
266441241,266441217
12709,10654
12697,10654
13108,10157
10942,10227
146034706,146034694
12759,10668
11044,10254
11500,10330
13065,10480
266441229,266441217
13102,10157
11418,10319
10486,10485
266441551,10473
12205,12198
10540,10157
12568,12557
10846,10180
12374,10652
11598,10157
11396,10318
10876,10870
12485,12482
11230,10283
12182,12181
12726,10654
11070,10242
11245,10286
11921,10157
13106,10157
13018,11359
266441733,12828
10806,10169
12232,12231
10926,10209
11216,10279
13178,10157
12130,12112
12295,12292
12224,12223
11994,10157
13012,13011
10920,10209
10541,10157
12007,10157
10987,10218
11002,10221
11775,10157
10842,10179
11791,10157
12090,10568
15527,15522
10771,10204
10913,10209
11462,10321
11399,10318
11443,10319
11557,11556
11774,10157
12810,12805
12707,10654
10555,10157
11763,10157
11980,10157
12361,12354
11401,10318
12735,10668
266441125,266441105
13226,10630
12006,10157
11333,10310
12670,10654
11883,10157
12414,12406
267499099,267499095
11434,10319
11444,10319
146034868,146034852
12005,10157
13156,10157
146034900,12112
12246,12239
12109,10621
13317,10157
11731,10157
13276,10157
12086,10568
12009,10157
12038,10568
11686,10157
11936,10157
12389,12384
266441737,10653
12424,12420
146034876,12112
12821,146035012
12158,12155
10868,10863
267499167,267499151
10893,10189
10851,10182
12411,12406
12018,10157
11404,10318
12119,12112
11089,10247
266441599,10577
12413,12406
11130,10261
12060,10584
15511,10157
15558,12550
267499175,267499151
13354,10654
12553,12550
11910,10157
10779,10205
10914,10209
12486,12482
266441141,266441133
12271,12270
11164,10269
10791,10163
10874,10870
12879,12872
12113,12112
12165,12155
11785,10157
10844,10179
10763,10203
11109,10251
10905,10192
12346,10650
11005,10222
12789,12784
11637,10157
10458,10457
12318,10649
10884,10188
11441,10319
11642,10157
12227,12223
11714,10157
11514,11513
10945,10228
12801,10668
13075,10157
12157,12155
12857,12856
13377,10654
13109,10157
15524,15522
12092,10568
15556,12503
13125,10157
11641,10157
11061,10243
13203,10157
11705,10157
13290,10157
15520,15514
11347,11341
11668,10157
12166,12155
10518,10157
11708,10157
12141,12112
12302,12292
13158,10157
10883,10188
15550,12277
11524,11522
12563,12557
11485,10326
12839,12827
12751,12741
11184,10273
11952,10157
11361,11359
11223,10280
13310,10157
13199,10157
10859,10183
11736,10157
12441,12439
13370,10654
12749,12741
10938,10227
11923,10157
13302,10157
10944,10228
12523,12503
266441237,266441217
12823,146035012
11367,11365
13150,10157
11593,10157
11675,10157
11566,11565
10889,10189
11874,10157
11214,10279
10546,10157
12043,10582
12489,12487
12217,12216
13292,10157
13258,12384
11995,10157
10765,10203
11537,10338
11101,10250
15551,12277
11755,10157
10825,10175
13074,10157
146034698,146034694
12501,12500
11158,10267
266441117,266441105
11310,11309
146034848,10630
12688,10654
10895,10191
11261,15521
13275,10157
13116,10157
12813,12805
12324,10649
12317,10649
11962,10157
11659,10157
11318,11317
12122,12112
11692,10157
146034892,12112
12156,12155
11221,10280
12809,146035012
13373,10654
11186,10273
11069,10242
11638,10157
11345,11341
12041,10568
12254,12252
11492,10329
12583,12581
10775,10205
146034622,10157
12221,12216
146034982,12645
11605,10157
10911,10193
13285,10157
12755,10668
13340,13338
11262,15521
10646,10609
10664,10654
10801,10163
12778,10668
11676,10157
11194,10275
11115,10258
11758,10157
266441709,12453
12842,12827
12307,12306
266441319,266441315
11834,10157
11733,10157
267499183,267499179
13174,10157
13208,10157
11452,10319
12685,10654
11451,10319
10212,10209
12118,12112
11991,10157
12850,12827
12095,146034908
11150,10265
11734,10157
11189,10274
11782,10157
12717,10654
12404,12402
15507,10157
11765,10157
10812,10170
12237,12222
11554,10353
11553,10353
11246,10286
11414,10319
12445,12444
12713,10654
267499003,267498983
12021,10595
10847,10180
10534,10157
11621,10157
10539,10157
11057,10243
11166,10269
10797,10163
12029,10568
11043,10254
12517,12503
11608,10157
12111,10630
10831,10176
11648,10157
13304,10157
12359,12354
13066,10480
12120,12112
12373,10652
13198,10157
11400,10318
12695,10654
13165,10157
10307,10306
11533,11531
13031,10350
13367,10654
11526,11525
10819,10171
11618,10157
12064,10568
12331,12330
13202,10157
11316,11313
11744,10157
10756,10201
12272,12270
11580,10157
10961,10231
11027,10238
12652,12645
11315,11313
11639,10157
11040,10254
10291,10160
146034638,146034634
12765,10668
10839,10179
11548,10344
11171,10269
12520,12519
10792,10163
11343,11341
10757,10201
11684,10157
11188,10274
13189,10157
10506,10157
12460,12458
15554,12420
10865,10863
10665,10654
11108,10251
12798,10668
13231,12112
10871,10870
13312,10157
11415,10319
12097,146034908
10824,10175
10910,10193
12175,12170
10743,10196
10800,10163
11776,10157
11840,10157
12734,10668
11613,10157
12128,12112
266441729,12828
11906,10157
13284,10157
12066,10568
10969,10233
267499103,267499095
12117,12112
11901,10157
12319,10649
12172,12170
11010,10223
12522,12503
11694,10157
12091,10568
11111,10258
11165,10269
11719,10157
11447,10319
11178,10271
11421,10319
12836,12828
146034618,10157
12560,12557
13077,10157
12564,12557
266441295,11276
11465,10322
13076,10157
13209,10157
11674,10157
12063,10568
11156,10266
10927,10209
146035052,146035048
11056,10239
11351,11350
11993,10157
12366,10650
10849,10180
10616,10615
12012,10157
11973,10157
10537,10157
11619,10157
13230,12112
11124,10260
12699,10654
11897,10157
11255,15513
11865,10157
12740,10668
13019,11365
11971,10157
11168,10269
13127,10157
12080,10568
11063,10241
11456,10321
11048,10255
11154,10266
146034872,12112
266441697,12330
10528,10157
10544,10157
11786,10157
10856,10182
10972,10233
12146,12112
267499139,267499123
11346,11341
13142,10157
10980,10217
11119,10259
10922,10209
11900,10157
10751,10200
12701,10654
10524,10157
10826,10175
266441185,266441161
12191,12181
11843,10157
10818,10171
11703,10157
11696,10157
10963,10231
11410,10318
13235,12196
13173,10157
11379,10318
12153,12112
12617,12616
10903,10192
11334,10310
12698,10654
11950,10157
12496,12492
11905,10157
12314,10649
11110,10251
12973,10157
11978,10157
12745,12741
12280,12277
12881,12872
11215,10279
12714,10654
11754,10157
10900,10191
11908,10157
15560,12645
10919,10209
12578,12572
11603,10157
11076,10245
10213,10209
12347,10650
13159,10157
11592,10157
10873,10870
10813,10170
11942,10157
267499015,267499011
13327,11325
12870,12868
10804,10163
11924,10157
11117,10259
12179,10609
13306,10157
12343,10650
11147,10265
10967,10233
12408,12406
12702,10654
267499199,267499179
13318,10157
267499155,267499151
11394,10318
146034650,146034634
266441705,10648
10820,10171
12159,12155
10554,10157
12000,10157
13148,10157
12019,10157
12284,12277
11096,10249
10773,10204
10545,10157
11477,10325
146034960,12266
11939,10157
11604,10157
13316,10157
12152,12112
11409,10318
10975,10234
267499071,267499067
11143,10264
10996,10219
267499063,267499039
11946,10157
10994,10219
266441435,266441423
12136,12112
11858,10157
12210,12209
11657,10157
11616,10157
10556,10157
13088,10157
11656,10157
267499035,267499011
11543,10340
10512,10157
10837,10177
12528,12503
11495,10329
12591,12589
13085,10157
11902,10157
13104,10157
11432,10319
11159,10267
11737,10157
11750,10157
11664,10157
15531,10305
11427,10319
11687,10157
11160,10267
12611,12600
11614,10157
11382,10318
11810,10157
11871,10157
11153,10266
12351,10650
266441145,266441133
13089,10157
13295,10157
13107,10157
11505,10365
11431,10319
12635,12634
11102,10250
13172,10157
12618,12616
11663,10157
13119,10157
12215,12209
13015,13011
11660,10157
10828,10176
12014,10157
13201,10157
266441201,266441189
11094,10249
13364,10654
13320,10157
267499047,267499039
12031,10568
266441343,11286
12727,10654
11956,10157
266441213,266441189
11599,10157
12407,12406
11691,10157
13057,10461
10933,10209
10754,10200
10547,10157
10817,10171
13294,10157
12047,10584
15523,15522
11615,10157
11652,10157
13346,10654
12340,10650
11498,10330
12676,10654
11428,10319
12367,10650
11770,10157
10603,10602
10482,10473
13211,10157
13124,10157
11711,10157
12133,12112
11459,10321
12160,12155
12785,12784
11559,11556
11523,11522
11635,10157
12430,12429
12621,12616
11163,10267
12720,10654
10752,10200
13081,10157
12326,10649
10774,10205
266441173,266441161
12664,10654
11878,10157
11594,10157
12131,12112
12268,12266
11825,10157
12703,10654
11661,10157
13366,10654
266441741,12890
13103,10157
11051,10239
266441363,266441359
11233,10283
10965,10231
12825,146035012
12799,10668
11918,10157
12201,12198
13351,10654
12461,12458
13123,10157
15534,10448
11589,10157
10805,10163
11650,10157
11172,10269
13092,10157
11126,10260
11093,10249
11929,10157
11385,10318
267498987,267498983
12325,10649
12301,12292
10923,10209
11941,10157
10840,10179
13308,10157
11628,10157
12244,12243
11894,10157
12344,10650
146034998,12645
11121,10259
11344,11341
10852,10182
12204,12198
13305,10157
10508,10157
11142,10264
12465,12464
11234,10283
12466,12464
13014,13011
11740,10157
11127,10260
11437,10319
11251,10287
11381,10318
11071,10242
13280,10157
13345,10654
10917,10209
11457,10321
13277,10157
12126,12112
13315,10157
11631,10157
11212,10279
12490,12481
10904,10192
12253,12252
11167,10269
13301,10157
10784,10205
10999,10221
11931,10157
11961,10157
11260,15521
11670,10157
146035100,146035088
10928,10209
10532,10157
15516,15514
266441351,11291
11420,10319
11607,10157
11888,10157
11145,10264
10936,10209
12140,12112
12484,12482
10663,10654
13314,10157
11259,15521
11376,10318
12979,10157
12310,12291
10983,10217
12412,12406
11116,10258
13207,10157
12571,12557
11045,10255
11503,10365
11680,10157
12036,10568
11242,10286
11073,10242
11006,10222
10885,10188
11501,10364
11151,10265
11144,10264
11372,10318
11460,10321
11960,10157
13027,10376
13100,10157
11024,10237
266441367,266441359
13087,10157
12088,10568
10858,10183
11200,10276
13360,10654
12684,10654
11436,10319
12220,12216
11504,10365
11491,10329
11778,10157
11373,10318
10985,10218
11297,11295
11353,11350
146034674,146034662
11352,11350
12124,12112
12631,12625
13147,10157
12368,10650
12780,10668
146034670,146034662
13090,10157
11536,10335
10906,10192
11819,10157
10606,146034908
10977,10234
11876,10157
13052,10450
11173,10269
11682,10157
13084,10157
12880,12872
11700,10157
10415,10413
11185,10273
15502,10157
11538,10338
13191,10157
11425,10319
11898,10157
11319,11317
11780,10157
11196,10275
146034642,146034634
13114,10157
11125,10260
15530,10304
11389,10318
11935,10157
10862,10183
12766,10668
13021,10318
12033,10568
146034646,146034634
10787,10163
13319,10157
11161,10267
11997,10157
267499147,267499123
11197,10275
11899,10157
10538,10157
10815,10170
12476,12471
12269,12266
10750,10200
12838,12827
10875,10870
12169,12155
146034730,10377
10533,10157
10455,10453
11238,10284
12042,10582
10981,10217
11072,10242
11314,11313
13135,10157
11099,10250
12176,12112
12543,12540
10930,10209
13329,10304
11940,10157
10755,10200
11239,10284
13152,10157
12689,10654
11066,10241
12334,10650
12837,12827
10899,10191
12787,12784
267499083,267499067
11464,10322
11169,10269
12639,12616
13016,13011
267499051,267499039
12061,10584
12316,10649
11013,10223
11852,10157
146035060,146035048
11752,10157
13361,10654
12970,10157
11009,10223
12229,12223
12228,12223
12737,10668
10850,10180
